"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Rumah minimalis 2 lantai Grand Duta City Bekasi","Bekasi Utara, Bekasi, Jawa Barat","Rp","938 jt","2","1","50 m²","Rp 15.633.333 per m²","",""
"Kaede Morizen Summarecon Bekasi","Jl. Morizen Summarecon Bekasi, Bekasi Utara, Bekasi, Jawa Barat","Rp","5,77 M","4","4","326 m²","Rp 30.052.083 per m²","",""
"Cibubur, Jatisari, Jatiasih, Bekasi","Bekasi Selatan, Bekasi, Jawa Barat","Rp","475 jt","2","1","36 m²","Rp 7.916.667 per m²","",""
"Jatiasih Indah","Jl. Baru, Jatirasa, Jatiasih, Bekasi, Jawa Barat","","450","2","1","36 m²","Rp 6 per m²","",""
"Dijual Rumah Siap Huni Minimalis 2 Lantai dekat Harapan Indah Bekasi","Jl Tanah Tinggi Harapan Indah Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","970 jt","3","2","63 m²","Rp 18.301.887 per m²","",""
"Rumah Cluster Jatikramat Full Bata Merah","Jalan raya jatikramat, Jati Kramat, Bekasi, Jawa Barat","Rp","1,45 M","4","4","110 m²","Rp 14.500.000 per m²","",""
"Cluster ifolia, harapan indah 2, kota harapan indah, bekasi","Jalan cluster ifolia, Harapan Indah, Bekasi, Jawa Barat","Rp","1,25 M","3","2","85 m²","Rp 8.680.556 per m²","",""
"Rumah cantik dan keren di daerah Jatikramat, Bekasi","Jati Kramat, Bekasi, Jawa Barat","Rp","2,5 M","3","3","140 m²","Rp 14.705.882 per m²","",""
"Rumah Dijual di Jatibening Kalimalang Pondok Kelapa","Jl.Raya Jatibening, Bekasi Selatan, Bekasi, Jawa Barat","Rp","600 jt","2","2","72 m²","Rp 8.219.178 per m²","",""
"Rumah bintara jaya bekasi barat","jl.bintara jaya, bekasi barat, Bintara Jaya, Bekasi, Jawa Barat","Rp","850 jt","3","2","90 m²","Rp 14.166.667 per m²","",""
"rumah siap huni di bintara jaya bebas banjir","jl.bintara jaya 8, bekasi barat, kota bekasi, Bintara Jaya, Bekasi, Jawa Barat","Rp","650 jt","2","2","80 m²","Rp 14.772.727 per m²","",""
"Rumah bebas banjir bekasi barat pondok kelapa kalimalang bintara jaya","Bintara Jaya, Bekasi, Jawa Barat","Rp","750 jt","2","1","42 m²","Rp 10.416.667 per m²","",""
"Rumah bebas banjir di bekasi barat kalimalang","Jl. Bintara Jaya, Bekasi Barat, Kota Bekasi, Bintara Jaya, Bekasi, Jawa Barat","Rp","300 jt","2","1","30 m²","Rp 7.894.737 per m²","",""
"Rumah bintara jaya bebas banjir bekasi barat","Bintara Jaya, Bekasi Barat, Bintara Jaya, Bekasi, Jawa Barat","Rp","580 jt","3","2","90 m²","Rp 11.600.000 per m²","",""
"Rumah luas bebas banjir di bekasi barat","Bintara Jaya, Bekasi Barat, Bintara Jaya, Bekasi, Jawa Barat","Rp","580 jt","3","2","96 m²","Rp 11.600.000 per m²","",""
"Jababeka Cikarang","Jl. Raya Cibarusah, Setra Jaya, Cikarang Bekasi, Cibarusah, Bekasi, Jawa Barat","Rp","1,3 M","3","1","59 m²","Rp 12.380.952 per m²","",""
"Jababeka Cikarang","Jl. Raya Cibarusah, Setra Jaya, Cikarang Bekasi, Cibarusah, Bekasi, Jawa Barat","Rp","850 jt","2","1","80 m²","Rp 9.444.444 per m²","",""
"Rumah siap huni di Simprug garden jababeka","Cikarang Utara, Bekasi, Jawa Barat","Rp","1,1 M","4","2","90 m²","Rp 9.166.667 per m²","",""
"Rumah Dijual Celebration Garden Grand Wisata Bekasi","Grand Wisata, Bekasi, Jawa Barat","Rp","1,9 M","4","3","140 m²","Rp 11.875.000 per m²","",""
"Rumah mewah di Grand wisata Bekasi","Grand Wisata, Bekasi, Jawa Barat","Rp","4 M","4","3","250 m²","Rp 22.222.222 per m²","",""
"Jatikramat","Jalan Jatikramat, Jati Kramat, Bekasi, Jawa Barat","Rp","800 jt","1","2","87 m²","Rp 13.333.333 per m²","",""
"Jatiwarna","Jalan Kodau, Jati Warna, Bekasi, Jawa Barat","Rp","1,15 M","3","2","98 m²","Rp 11.165.049 per m²","",""
"Pondok Ungu Permai","Pondok Ungu, Kaliabang, Bekasi, Jawa Barat","Rp","398 jt","2","1","42 m²","Rp 6.633.333 per m²","",""
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","539 jt","2","1","42 m²","Rp 8.983.333 per m²","",""
"3 Bedrooms Rumah Babelan, Bekasi, Jawa Barat","Babelan, Bekasi, Jawa Barat","Rp","385 jt","3","2","50 m²","Rp 5.000.000 per m²","",""
"Vida Bekasi, Cluster Frambosa","PADURENAN, MUSTIKAJAYA, KOTA BEKASI, Mustikajaya, Bekasi, Jawa Barat","Rp","990 jt","3","3","164 m²","Rp 9.166.667 per m²","",""
"RUMAH MURAH MERIAH DESIGN TOP RAWALUMBU NAROGONG","NAROGONG BEKASI BARAT RAWALUMBU, Jatiasih, Bekasi, Jawa Barat","Rp","750,000011 jt","4","2","87 m²","Rp 10.416.667 per m²","",""
"DIJUAL RUMAH LUAS DI CIKARANG BARAT PERUMAHAN TELAGA HARAPAN","telaga harapan, Cikarang Barat, Bekasi, Jawa Barat","Rp","850,000011 jt","3","1","90 m²","Rp 7.142.857 per m²","",""
"Babelan, Bekasi Utara","Babelan, Bekasi Utara, Babelan, Bekasi, Jawa Barat","Rp","400 jt","2","1","30 m²","Rp 6.666.667 per m²","",""
"Diover Kredit/Disewakan Rumah Cantik Siap Huni Di Cluster Arana Harapan Indah","Cluster Arana Harapan Indah Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","650 jt","4","4","124 m²","Rp 4.513.889 per m²","",""
"Rumah Hrapan Baru, Bekasi","Harapan Baru, Harapan Baru, Bekasi, Jawa Barat","Rp","1,1 M","2","2","65 m²","Rp 15.277.778 per m²","",""
"Pondok Ungu Permai","Pondok Ungu, Kaliabang, Bekasi, Jawa Barat","Rp","560 jt","2","1","90 m²","Rp 6.222.222 per m²","",""
"TERMURAH RUMAH BARU DI MUSTIKAJAYA CIMUNING BEKASI TIMUR","MUSTIKAJAYA CIMUNING BEKASI TIMUR, Jatiasih, Bekasi, Jawa Barat","Rp","450,000011 jt","2","1","55 m²","Rp 6.000.000 per m²","",""
"Dijual Rumah Cantik Di Cluster Ifolia Harapan Indah","Cluster Ifolia Harapan Indah Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","1,8 M","4","4","180 m²","Rp 12.500.000 per m²","",""
"DIJUAL CEPAT RUMAH MURAH HANYA GRAND RESIDENCE RESIDEN GRC","Bekasi Timur GRAND RESIDENCE RESIDEN GRC, Jatiasih, Bekasi, Jawa Barat","Rp","450,000011 jt","2","1","45 m²","Rp 7.500.000 per m²","",""
"Hunian Ekslusif Di Pabuaran Pondok Gede","Pondokgede, Bekasi, Jawa Barat","Rp","432 jt","2","1","36 m²","Rp 7.200.000 per m²","",""
"Pondok Ungu Permai","Pondok Ungu, Kaliabang, Bekasi, Jawa Barat","Rp","435 jt","2","1","50 m²","Rp 7.250.000 per m²","",""
"PROSES KPR CEPAT, RUMAH SEGERA DAPAT DI KOTA SERANG BARU CIKARANG","cikarang selatan cibarusah, Cikarang Selatan, Bekasi, Jawa Barat","Rp","315,000011 jt","2","1","45 m²","Rp 5.250.000 per m²","",""
"Rumah Duta Bumi Harapan Indah Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,5 M","3","3","180 m²","Rp 12.500.000 per m²","",""
"JUAL RUMAH KOTA SERANG BARU KSB CIKARANG SELATAN","bekasi kota serang baru cibarusah, Cikarang Selatan, Bekasi, Jawa Barat","Rp","315,000011 jt","2","1","45 m²","Rp 5.250.000 per m²","",""
"Mustika Jaya","Jl Mustika Jaya, Mustika Jaya, Bekasi, Mustikajaya, Bekasi, Jawa Barat","Rp","800,000111 jt","3","1","70 m²","Rp 8.333.334 per m²","",""
"Cluster Arana harapan indah Bekasi","Bekasi Barat, Bekasi, Jawa Barat","Rp","2,1 M","4","3","121 m²","Rp 14.583.333 per m²","",""
"Cluster Vernonia sumarecon bekasi","Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,375 M","4","4","150 m²","Rp 16.493.056 per m²","",""
"DALAM KOMPLEK BEBAS BANJIR RUMAH BEKASI TIMUR REGENSI","BEKASI TIMUR REGENSI, Jatiasih, Bekasi, Jawa Barat","Rp","875,000011 jt","3","1","70 m²","Rp 9.722.222 per m²","",""
"BEBAS BANJIR RUMAH BEKASI TIMUR REGENSI HARGA MURAH SIAP HUNI","Jl. Bekasi Timur Regency Cimuning Mustikajaya, Jatiasih, Bekasi, Jawa Barat","Rp","395,000011 jt","2","1","45 m²","Rp 6.583.334 per m²","",""
"Pondok Ungu Permai","Pondok Ungu, Kaliabang, Bekasi, Jawa Barat","Rp","325 jt","2","1","42 m²","Rp 5.416.667 per m²","",""
"KEPOIN LANGSUNG RUMAH HARGA MURAH DI MUSTIKAJAYA BEKASI TIMUR REGENSI","Jl. Bekasi Timur Regency Cimuning Mustikajaya, Jatiasih, Bekasi, Jawa Barat","Rp","650,000011 jt","3","1","55 m²","Rp 7.558.140 per m²","",""
"Grand Galaxy City Central Park","Jl Galaxy Raya Jakasetia, Bekasi Selatan, Galaxy, Bekasi, Jawa Barat","Rp","1,49999 M","6","3","126 m²","Rp 11.904.683 per m²","",""
"KEREN DAHSYAT RUMAH FULL RENOVASI HARGA MURAH BEKASI TIMUR REGENSI","BEKASI TIMUR REGENSI, Jatiasih, Bekasi, Jawa Barat","Rp","640,000011 jt","2","1","55 m²","Rp 8.888.889 per m²","",""
"Rumah Cluster Mewah minimalis di Babelan, Bekasi","Babelan, Bekasi, Jawa Barat","Rp","375 jt","2","1","36 m²","Rp 6.250.000 per m²","",""
"Jatiwarna, Cibubur, Pondok Gede, Bekasi","Jatiwarna, Cibubur, Pondok Gede, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","1,2 M","3","2","72 m²","Rp 13.333.333 per m²","",""
"DIJUAL RUKO DI BEKASI JAYA BEKASI TIMUR","bekasi timur, Bekasi Jaya, Bekasi, Jawa Barat","Rp","8 M","","","386 m²","Rp 1.860.465 per m²","",""
"DIJUAL RUMAH CLUSTER CLASSIC MODERN DI KODAU RATNA JATIBENING BEKASI","Kodau, Jati Bening, Bekasi, Jawa Barat","Rp","1,2 M","3","2","92 m²","Rp 17.142.857 per m²","",""
"DIJUAL RUMAH CLUSTER READY STOCK DI KEMANG SARI JATIBENING BEKASI","Jatibening, Jati Bening, Bekasi, Jawa Barat","Rp","1,6 M","4","4","200 m²","Rp 13.333.333 per m²","",""
"DIJUAL RUMAH KOKOH TERAWAT DI HARAPAN JAYA BELAKANG SUMMARECON BEKASI","Summarecon, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","1 M","","","200 m²","","",""
"DIJUAL CEPAT RUMAH KOKOH TERAWAT STRATEGIS DI JL CAMAN UTARA  KALIMALANG BEKASI","Caman Utara 5, Jati Bening, Bekasi, Jawa Barat","Rp","1,85 M","4","2","130 m²","Rp 10.277.778 per m²","",""
"DIJUAL RUMAH RENOVASI DI HARAPAN JAYA BEKASI UTARA","Harapan jaya, Bekasi Utara, Bekasi, Jawa Barat","Rp","1,5 M","5","3","90 m²","Rp 15.151.515 per m²","",""
"Rumah murah strategis Pondok ungu permai bekasi","Pondok Ungu, Bekasi, Jawa Barat","Rp","500 jt","2","1","70 m²","Rp 6.250.000 per m²","",""
"Pondok Ungu Permai","Pondok Ungu, Kaliabang, Bekasi, Jawa Barat","Rp","325 jt","2","1","42 m²","Rp 5.416.667 per m²","",""
"Rumah kontrakan konsep apartemen 6 pintu grandwisata bekasi timur","Mustikajaya, Bekasi Timur, Bekasi, Jawa Barat","Rp","1,7 M","6","6","126 m²","Rp 8.500.000 per m²","",""
"Cibubur, Jatiasih, Bekasi","Bekasi Selatan, Bekasi, Jawa Barat","Rp","1,35 M","3","2","72 m²","Rp 18.750.000 per m²","",""
"Rumah Sektor V PuP","Bekasi Utara, Bekasi, Jawa Barat","Rp","890 jt","3","2","150 m²","Rp 11.410.256 per m²","",""
"Dijual rmh rapi fully furnished dlm cluster Summarecon dekat mall, bekasi","Rmh siap huni dlm cluster Summarecon bekasi, Bekasi Barat, Bekasi, Jawa Barat","Rp","5,4 M","3","3","250 m²","Rp 21.862.348 per m²","",""
"Dijual rmh rapi dan siap huni di Pondok cipta, Bintara bekasi barat","Dijual rmh siap huni di Pondok Cipta, bintara, Bekasi Barat, Bekasi, Jawa Barat","Rp","1,65 M","3","3","140 m²","Rp 16.500.000 per m²","",""
"Dijual rmh rapi dan siap huni dlm Cluster Yarra, di GJC cakung","Rmh siap huni dlm cluster Yarra, JGC cakung, Bekasi Barat, Bekasi, Jawa Barat","Rp","2,15 M","4","3","150 m²","Rp 21.078.431 per m²","",""
"Dijual rmh dlm cluster Aralia, harapan indah bekasi","Dijual rmh dlm Cluster Aralia, harapan indah, Bekasi Barat, Bekasi, Jawa Barat","Rp","1,5 M","3","2","100 m²","Rp 10.416.667 per m²","",""
"rumah baru 2 lantai bebas banjir Jatikramat bekasi","Bekasi, Bekasi, Jawa Barat","Rp","1,2 M","4","3","100 m²","Rp 11.111.111 per m²","",""
"Dijual rmh 2 lantai besar dlm cluster Asia Tropis di harapan indah, bekasi","Dijual rmh dlm cluster Asia tropis, harapan indah, Bekasi Barat, Bekasi, Jawa Barat","Rp","4,2 M","4","3","300 m²","Rp 14.000.000 per m²","",""
"Wahana Pondok Ungu","Tarumajaya, Bekasi, Jawa Barat","Rp","380 jt","2","1","38 m²","Rp 5.588.235 per m²","",""
"Rumah Pondok Ungu Permai","Pondok Ungu, Bekasi, Jawa Barat","Rp","580 jt","2","1","55 m²","Rp 8.055.556 per m²","",""
"Rumah dijual dekat stasiun kereta api Tambun","Jl.waru doyong, Cibitung, Bekasi, Jawa Barat","Rp","750 jt","3","2","60 m²","Rp 11.538.462 per m²","",""
"Rumah dijual di Jati asih dekat gerbang tol","Swatantra, Jati Warna, Bekasi, Jawa Barat","Rp","1,7 M","3","3","138 m²","Rp 21.250.000 per m²","",""
"Rumah paling dekat  gerbang tol jati asih kota Bekasi siap huni","Sinar asih 1, Bantargebang, Bekasi, Jawa Barat","Rp","1,285 M","3","3","110 m²","Rp 21.416.667 per m²","",""
"Rumah subsidi rasa komersil dekat Tol gabus Bekasi utara","Babelan, Bekasi, Jawa Barat","Rp","168 jt","2","1","42 m²","Rp 2.800.000 per m²","",""
"Rumah dua lantai termurah di jatiasih kota Bekasi","Jalan village Nusa indah, Bantargebang, Bekasi, Jawa Barat","Rp","695 jt","2","1","58 m²","Rp 10.692.308 per m²","",""
"Rumah Mutiara Gading City Babelan Bekasi","Babelan, Bekasi, Jawa Barat","Rp","700 jt","2","2","65 m²","Rp 11.666.667 per m²","",""
"Rumah Mutiara Gading City Bekasi","Tarumajaya, Bekasi, Jawa Barat","Rp","775 jt","2","2","55 m²","Rp 8.611.111 per m²","",""
"Palem Lestari","Jl. Raya Mess Al, Jatisampurna, Bekasi, Jawa Barat","Rp","1,2 M","3","2","105 m²","Rp 14.285.714 per m²","",""
"Jatisampurna","Jaka Sampurna, Jaka Sampurna, Bekasi, Jawa Barat","Rp","660 jt","2","1","42 m²","Rp 8.800.000 per m²","",""
"Rumah Minimalis Klasik Dekat Sentra Kota Jatibening Bekasi","Jatibening Pondok Gede Bekasi, Jati Bening, Bekasi, Jawa Barat","Rp","1,75 M","5","3","250 m²","Rp 11.290.323 per m²","",""
"Taman Wisma Asri I","Jl. Raya Taman Wisma Asri, Bekasi, Jawa Barat","Rp","463 jt","2","1","29 m²","Rp 7.716.667 per m²","",""
"Permata Kranggan Cibubur","Jl. Raya Jatirangon-Kranggan, Jatisampurna, Bekasi, Jawa Barat","Rp","1,2999 M","3","2","92 m²","Rp 18.054.167 per m²","",""
"Rumah bebas banjir di bintara kalimalang bekasi barat","Bintara Jaya, Bekasi Barat, Bintara, Bekasi, Jawa Barat","Rp","300 jt","2","1","36 m²","Rp 8.108.108 per m²","",""
"Rumah bebas banjir di bintara pondok kelapa kalimalang","Bintara Jaya, Bekasi Barat, Bintara, Bekasi, Jawa Barat","Rp","750 jt","2","1","45 m²","Rp 10.416.667 per m²","",""
"PONDOK GEDE","Jl. Jatimakmur, Jatirahayu, Pondok Melati Bekasi , Pondokgede, Bekasi, Jawa Barat","Rp","1,875 M","4","4","160 m²","Rp 20.380.435 per m²","",""
"RUMAH 2 LANTAI, SHM  DI DEKAT HI BEKASI","Jln. Haji gendang tanah tinggi, Tarumajaya, Bekasi, Jawa Barat","Rp","799 jt","3","2","63 m²","Rp 15.075.472 per m²","",""
"Vida Bumi Pala Grand Bekasi Cluster Taman Apel","Jl Taman Apel, Mustikajaya, Bekasi, Jawa Barat","Rp","1,2 M","2","1","100 m²","Rp 10.909.091 per m²","",""
"Taman Harapan Baru Bekasi","Bekasi, Bekasi, Jawa Barat","Rp","1,6 M","5","5","240 m²","Rp 13.333.333 per m²","",""
"Di Jual Rumah Mewah Ready di Jatiasih","Kertapawitan Saleh, Jatiasih, Bekasi, Jawa Barat","Rp","800 jt","3","2","56 m²","Rp 12.903.226 per m²","",""
"Miliki Rumah Mewah tanpa DP dekat Tol Jatiasih","Kertapawitan Saleh, Jatiasih, Bekasi, Jawa Barat","Rp","800 rb","3","2","56 m²","Rp 12.903 per m²","",""
"Rumah Klasik Modern Bebas Banjir Strategis Dekat Tol Di Jatibening","Jatibening, Jati Bening, Bekasi, Jawa Barat","Rp","1,75 M","5","3","250 m²","Rp 11.290.323 per m²","",""
"Rumah 2lt DP 0% dekat Tol Jatiasih","Kertapawitan Saleh, Jatiasih, Bekasi, Jawa Barat","Rp","800 jt","3","2","56 m²","Rp 11.764.706 per m²","",""
"Mangun jaya tambun Selatan","Tambun Selatan, Bekasi, Jawa Barat","Rp","728 jt","3","2","70 m²","Rp 10.111.111 per m²","",""
"Jatibening Dua",". Jl. Jatibening 2, Pondok Gede, Bekasi, Pondokgede, Bekasi, Jawa Barat","Rp","1,28 M","3","3","103 m²","Rp 12.929.293 per m²","",""
"Rumah Asia Tropis Harapan Indah","Harapan Indah, Bekasi, Jawa Barat","Rp","4,25 M","5","5","275 m²","Rp 14.166.667 per m²","",""
"Rumah Cluster Samatha Harapan Indah Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,35 M","3","3","69 m²","Rp 11.842.105 per m²","",""
"Rumah Green Ara Tarumajaya Bekasi","Tarumajaya, Bekasi, Jawa Barat","Rp","875 jt","2","1","55 m²","Rp 8.578.431 per m²","",""
"Rumah Kemang Pratama Bekasi","Kemang Pratama, Bekasi, Jawa Barat","Rp","1,2 M","3","2","70 m²","Rp 11.428.571 per m²","",""
"Rumah Green Ara Residence Babelan Bekasi","Babelan, Bekasi, Jawa Barat","Rp","1,1 M","3","3","104 m²","Rp 10.576.923 per m²","",""
"Rumah Harapan Indah 1 Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","985 jt","3","2","120 m²","Rp 10.478.723 per m²","",""
"Rumah Mutiara Gading City Tarumajaya Bekasi","Bekasi Utara, Bekasi, Jawa Barat","Rp","425 jt","1","1","30 m²","Rp 8.500.000 per m²","",""
"Dijual Cepat Rumah Satu Lantai di Harapan Indah, Bekasi","Medan Satria, Bekasi, Jawa Barat","Rp","2,1 M","4","2","200 m²","Rp 8.400.000 per m²","",""
"Dijual Rumah Baru Berkwalitas dan Nyaman di Area Sunrise Timur","Jatisampurna, Bekasi, Jawa Barat","Rp","1,307 M","3","2","65 m²","Rp 15.559.524 per m²","",""
"Jakasampurna Bekasi","Jaka Sampurna, Bekasi, Jawa Barat","Rp","2,7 M","3","2","160 m²","Rp 24.107.143 per m²","",""
"Tambun Selatan Bekasi","Tambun, Bekasi, Jawa Barat","Rp","485 jt","3","1","95 m²","Rp 5.105.263 per m²","",""
"Prima Harapan Regency","Jl. Raya Perjuangan, Harapan Baru, Harapan Baru, Bekasi, Jawa Barat","Rp","1,1 M","4","3","80 m²","Rp 10.476.190 per m²","",""
"alam samudra indah","kedungjaya, babelan, Babelan, Bekasi, Jawa Barat","Rp","365 jt","2","1","36 m²","Rp 6.083.333 per m²","",""
"Mahkota Village","Kantor pemasaran mahkota village, Cibitung, Bekasi, Jawa Barat","Rp","209 jt","2","1","27 m²","Rp 2.322.222 per m²","",""
"Rumah Baru Di Komplek Wartawan STRATEGIS","Bekasi Barat, Bekasi, Jawa Barat","Rp","800 jt","3","2","70 m²","Rp 8.888.889 per m²","",""
"Cluster Baru Jati Bening, Kemang Sari Bekasi","Jati Bening, Bekasi, Jawa Barat","Rp","1,4 M","5","3","220 m²","Rp 9.523.810 per m²","",""
"RUMAH MURAH JUAL BUTUH DAMPAK COVID","JL GANDARIA, Setu, Bekasi, Jawa Barat","Rp","260 jt","2","1","28 m²","Rp 4.333.333 per m²","",""
"Grand Galaxy City",". Jl Galaxy Raya, Jakasetia, Bekasi Selatan, Galaxy, Bekasi, Jawa Barat","Rp","1,76 M","3","3","139 m²","Rp 16.000.000 per m²","",""
"Cluster Baru Victoria Village, Harapan Indah - Bekasi","Tarumajaya, Bekasi, Jawa Barat","Rp","525 jt","2","1","42 m²","Rp 5.833.333 per m²","",""
"THE JAKARTA RESIDENCE 3 RUMAH 2 LANTAI TERMURAH DI HARAPAN INDAH","JL TANAH TINGGI, Babelan, Bekasi, Jawa Barat","Rp","970 jt","3","2","63 m²","Rp 18.301.887 per m²","",""
"Rumah Murah Di Bekasi","srijaya tambun utara, Tambun Utara, Bekasi, Jawa Barat","Rp","400 jt","2","1","36 m²","Rp 6.666.667 per m²","",""
"Pondok Gede Jati Makmur Bekasi","Jati Makmur, Bekasi, Jawa Barat","Rp","795 jt","3","2","72 m²","Rp 13.032.787 per m²","",""
"RUMAH MURAH TANPA DP DI JEJALEN TAMBUN BEKASI","JL JEJALEN JAYA, Tambun, Bekasi, Jawa Barat","Rp","450 jt","2","1","36 m²","Rp 7.500.000 per m²","",""
"DI JUAL  MURAH Rumah Dua Lantai DI cikarang Pusat","cikarang pusat, Cikarang, Bekasi, Jawa Barat","Rp","700 jt","3","2","160 m²","Rp 7.777.778 per m²","",""
"MUKTI JAYA HIJAU RUMAH MURAH BEBAS BANJIR DI SETU BEKASI","JL MESJID, Setu, Bekasi, Jawa Barat","Rp","300 jt","2","1","32 m²","Rp 5.000.000 per m²","",""
"BUMI TRIAS ALAM SEJAHTRA  DP 0% CUKUP BOOKING SAJAH 3JT  LANGSUNG TERIMA KUNCI","JL BAHAGIA, Babelan, Bekasi, Jawa Barat","Rp","410 jt","2","1","36 m²","Rp 6.833.333 per m²","",""
"Rumah Keren Dp 0%Di Babelan Bekasi Panjibuwono Residence","jl babelan, Babelan, Bekasi, Jawa Barat","Rp","611 jt","2","1","34 m²","Rp 8.486.111 per m²","",""
"KAPLING BUMI MUTIARA SJAHTRA RUMAH KEREN SIAP HUNI DP 0","JL JEJALEN TAMBUN UTARA, Babelan, Bekasi, Jawa Barat","Rp","345 jt","2","1","36 m²","Rp 5.750.000 per m²","",""
"BUMI PANDAWA SEJAHTRA 2 RUMAH MURAH DP 0 Cukup Booking sajah 2jt Di bekasi","JL KEDUNG JAYA, Babelan, Bekasi, Jawa Barat","Rp","390 jt","2","1","36 m²","Rp 6.500.000 per m²","",""
"Setara Residen","JL Jatiraden, Jatisampurna, Bekasi, Jawa Barat","Rp","450 jt","2","1","40 m²","Rp 8.653.846 per m²","",""
"Lippo Cikarang Cluster Meadowgreen  Dijual Rumah","Lippo Cikarang Cluster Meadowgreen, Lippo Cikarang, Bekasi, Jawa Barat","Rp","680 jt","4","3","126 m²","Rp 5.396.825 per m²","",""
"Perumahan Pejuang Pratama","Jl. Kaliabang , Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","800 jt","4","2","120 m²","Rp 13.333.333 per m²","",""
"Pondok Ungu Permai","Pondok Ungu, Kaliabang, Bekasi, Jawa Barat","Rp","900 jt","3","2","150 m²","Rp 11.538.462 per m²","",""
"Kota Harapan Indah Cluster Taman Sari","Jl. Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","1,8 M","3","2","100 m²","Rp 11.250.000 per m²","",""
"Rumah murah cukup dua juta bekasi","Jl. Pertamina, Kedung Jaya, Bekasi Utara, Bekasi, Jawa Barat","Rp","350 jt","2","1","36 m²","Rp 5.833.333 per m²","",""
"Cukup murah sampai akad 2juta lokasi nempel harapan indah","jln kedung jaya, Babelan, Bekasi, Jawa Barat","Rp","300 jt","2","1","36 m²","Rp 5.000.000 per m²","",""
"Asera Nishi","Pusaka Rakyat, Tarumajaya, Bekasi, Jawa Barat","Rp","1,5 M","2","2","71 m²","Rp 20.833.333 per m²","",""
"Dijual rumah nempel jakarta utara dan gerbang tol tarumajaya","Tarumajaya, Bekasi, Jawa Barat","Rp","405 jt","2","1","36 m²","Rp 6.750.000 per m²","",""
"Jatiwaringin, bekasi","Jati Waringin, Bekasi, Jawa Barat","Rp","1,8 M","5","4","200 m²","Rp 12.587.413 per m²","",""
"cluster mezzanine","Jl. Raya Jatiluhur, Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","630 jt","2","1","40 m²","Rp 10.500.000 per m²","",""
"Kavling strategis 2 lantai di jatiasih","Pedurenan, Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","845 jt","3","2","102 m²","Rp 9.941.176 per m²","",""
"Rumah siap huni tanah luas di jatiasih","Jl. Wibawa Mukti 2, Jatiasih, Bekasi, Jatiasih, Bekasi, Jawa Barat","Rp","595 jt","2","1","60 m²","Rp 6.611.111 per m²","",""
"Dijual Murah Rumah Mewah Luas Semi Furnished Di Jatibening Baru","Jatibening Baru Bekasi Kota, Jati Bening, Bekasi, Jawa Barat","Rp","1,75 M","5","3","250 m²","Rp 11.290.323 per m²","",""
"Dijual rumah 1 lantai strategis bebas banjir di jalan utama bekasi","Jalan mes all, Jatisampurna, Bekasi, Jawa Barat","Rp","968,663742 jt","2","1","52 m²","Rp 10.883.862 per m²","",""
"RUMAH 3 KAMAR TIDUR  5 JUTA ALL IN, Selangkah ke Harapan Indah dan Sumarrecon Gading","Mutiara Gading City, Bekasi Utara, Bekasi, Jawa Barat","Rp","400 jt","3","1","37 m²","Rp 10.000.000 per m²","",""
"RUMAH SYARIAH KPR TANPA BANK DP SUKA SUKA STRATEGIS DEKAT ST CIKARANG","SUKATANI, Cikarang Utara, Bekasi, Jawa Barat","Rp","315 jt","2","1","27 m²","Rp 5.250.000 per m²","",""
"Rumah Syariah Siap Huni Murah Cuma 9 Menit Dari Tol Jatiasih","jalan H.Jaiman, Jatiasih, Bekasi, Jawa Barat","Rp","720 jt","2","1","45 m²","Rp 10.000.000 per m²","",""
"Rumah Syariah Cantik Dan Strategis Cuma 5 Menit ke Tol JATIWARNA BEKASI","Jalan Nucifera, Jatiasih, Bekasi, Jawa Barat","Rp","1 M","2","1","50 m²","Rp 13.333.333 per m²","",""
"Di Jual Rumah di Cluster Ifolia","Tarumajaya, Bekasi, Jawa Barat","Rp","1,45 M","3","2","90 m²","Rp 11.507.937 per m²","",""
"Grand permata residence new tambun Utara","Jln.H.Musri Sriamur, Tambun Utara, Bekasi, Jawa Barat","Rp","162 jt","2","1","29 m²","Rp 2.700.000 per m²","",""
"Rumah Mewah Hoek 151 m2 Murah di Kincan Jatibening Pondok Gede Bekasi","Jati Bening, Bekasi, Jawa Barat","Rp","2,2 M","4","5","250 m²","Rp 14.569.536 per m²","",""
