"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Trevista Premier","Jalan Mandor Samin, Cilodong, Depok, Jawa Barat","Rp","756 jt","3","2","46 m²","Rp 12.000.000 per m²","",""
"Cagar Alam - Pancoran Mas","Pancoran Mas, Depok, Jawa Barat","Rp","550 jt","2","1","80 m²","Rp 6.547.619 per m²","",""
"Dijual Rumah Hoek Siap Huni di Permata Mansion Crystal Bojongsari Depok Gratis KPR","Bojongsari, Depok, Jawa Barat","Rp","1,2 M","2","1","43 m²","Rp 9.230.769 per m²","",""
"Rumah 2 Lantai Pancoran Mas Eksklusif 10 menit ke Pintu Tol dan Stasiun Depok","Jalan Raya Pitara, Pancoran Mas, Kota Depok, Pancoran Mas, Depok, Jawa Barat","Rp","800 jt","3","2","70 m²","Rp 10.810.811 per m²","",""
"Rumah Kalimulya 2 Lantai Gaya Bali Free Biaya 5 Menit ke Stasiun Depok","Jalan Kalimulya, Cilodong, Kota Depok, Cilodong, Depok, Jawa Barat","Rp","772,35 jt","3","2","60 m²","Rp 12.872.500 per m²","",""
"Rumah Depok 2 Lantai Skandinavia Free Biaya Dekat Pintu Tol Cimanggis","Jalan Pekapuran, CImanggis-Tapos, Kota depok, Cimanggis, Depok, Jawa Barat","Rp","897,5 jt","3","2","70 m²","Rp 9.972.222 per m²","",""
"Rumah Depok 2 Lantai Tapos Free Biaya Dekat Pintu Tol Cimanggis","Jalan BDB Cilangkap, Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","617 jt","2","2","46 m²","Rp 10.283.333 per m²","",""
"Rumah 2 Lantai Depok Cimanggis Gaya Bali Pinggir Jalan Free Biaya","Jalan Bhakti Abri, Cimanggis, Depok, Jawa Barat","Rp","854,755 jt","3","2","56 m²","Rp 11.708.973 per m²","",""
"Rumah Kali Mulya Gaya Bali 2 Lantai akses Strategis 5 Menit Ke Stasiun Depok","Jalan Kali Mulya, Kota Depok, Cilodong, Depok, Jawa Barat","Rp","772,35 jt","3","2","60 m²","Rp 12.872.500 per m²","",""
"Rumah Depok 2 Lantai Gaya Jepang Eksklusif 5 menit ke Pintu Tol Cimanggis","Jalan Raya Tapos, Tapos-Cimanggis, Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","569,5 jt","3","2","55 m²","Rp 9.491.667 per m²","",""
"Pancoran Mas","Pancoran Mas, Depok, Jawa Barat","Rp","3,25 M","3","2","110 m²","Rp 23.722.628 per m²","",""
"Cipayung","Cipayung, Depok, Jawa Barat","Rp","5 M","5","3","200 m²","Rp 9.041.591 per m²","",""
"Rumah siap huni 2 lantai SHM depok","Citayam, Depok, Jawa Barat","Rp","2,2 M","4","3","180 m²","Rp 16.176.471 per m²","",""
"Cakra kirana 3 kamar tidur depok","Cakra kirana, Cinere, Depok, Jawa Barat","Rp","2,5 M","3","2","250 m²","Rp 9.803.922 per m²","",""
"Rumah Modern di Shila At Sawangan","Jl Raya Sawangan ( Raya Ciputat - Bogor ), Sawangan, Depok, Jawa Barat","Rp","1,3 M","3","3","79 m²","Rp 9.154.930 per m²","",""
"DIJUAL RUMAH 2 LANTAI D’MARCO TIPE NEO CRYPRUS DAERAH DEPOK","JL.RAYA BOGOR, Cilodong, Depok, Jawa Barat","Rp","500 jt","4","2","30 m²","Rp 12.500.000 per m²","",""
"Kalimulya","Cilodong, Depok, Jawa Barat","Rp","1 M","3","2","200 m²","Rp 11.904.762 per m²","",""
"DIJUAL RUMAH 1 LANTAI D’MARCO TIPE NEO ARCADIA DAERAH DEPOK","JL.RAYA BOGOR, Cilodong, Depok, Jawa Barat","Rp","300 jt","3","1","24 m²","Rp 11.111.111 per m²","",""
"Rumah Dijual dekat dengan Pintu Tol Margonda Modern Minimalis","Jl. Taman Jaya, Cipayung, Depok, Cinere, Depok, Jawa Barat","Rp","236,94 jt","2","1","21 m²","Rp 4.738.800 per m²","",""
"Dijual Brand New Town House Di Depok Lama","Depok Lama, Depok, Jawa Barat","Rp","2,5 M","4","4","200 m²","Rp 18.518.519 per m²","",""
"Rumah Minimalis Lux Di Perumahan Pitara Depok","Wadas, Pancoran Mas, Depok, Jawa Barat","Rp","750 jt","2","2","45 m²","Rp 9.615.385 per m²","",""
"Puri Cinere Hijau","Jl. Meruyung Raya, Parung Bingung, Ds. Rangkapan J, Pancoran Mas, Depok, Jawa Barat","Rp","850 jt","3","2","60 m²","Rp 11.805.556 per m²","",""
"Depok Residence","Jl. Raya Kalimulya, Cibinong, Depok, Jawa Barat","Rp","950 jt","3","3","70 m²","Rp 11.728.395 per m²","",""
"Radar Auri","Mekarsari Raya, Mekarsari, Depok, Jawa Barat","Rp","761 jt","3","2","54 m²","Rp 12.683.333 per m²","",""
"Villa Cinere Mas","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","6 M","4","4","400 m²","Rp 13.333.333 per m²","",""
"Dijual Cepat Rumah  murah siap huni 2 lantai dalam Komplek bebas banjir di Cinere Depok","Limo, Depok, Jawa Barat","Rp","2,8 M","4","5","250 m²","Rp 17.177.914 per m²","",""
"Rumah dijual di Depok hanya 10menit ke Stasiun Krl Minimalis Modern","Jl. Taman jaya, Cipayung, Depok, Cinere, Depok, Jawa Barat","Rp","190 jt","2","1","30 m²","Rp 4.750.000 per m²","",""
"Mekarsari Cimanggis","Mekarsari Raya, Mekarsari, Depok, Jawa Barat","Rp","761 jt","3","2","56 m²","Rp 12.683.333 per m²","",""
"Rumah Terbaru Terlaris Free Pagar, Kompor Tanam Dan Expaust Fan di Citayam. Nego","jln raya. pala bali citayam depok, Cipayung, Depok, Jawa Barat","Rp","200 jt","2","1","40 m²","Rp 4.761.905 per m²","",""
"Rumah Terlaris Hanya 235jt Nego Lokasi Strategis, Legalitas Shm di Citayam","jln raya. pasir angin nanggerang citayam, Sawangan, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.083.333 per m²","",""
"Kukusan","Palakali, Universitas Indonesia, Depok, Jawa Barat","Rp","761 jt","3","2","54 m²","Rp 12.683.333 per m²","",""
"Dijual rumah di Limo dekat SMAN 6 dalam Komplek","Limo, Depok, Jawa Barat","Rp","850 jt","2","2","60 m²","Rp 10.119.048 per m²","",""
"Pancoran mas depok","Jln pitara, Pancoran Mas, Depok, Jawa Barat","Rp","800 jt","3","2","70 m²","Rp 10.666.667 per m²","",""
"Dapatkan Harga Spesial cicilan 3 jutaan","Jl Duren seribu,bojongsari,depokk, Bojongsari, Depok, Jawa Barat","Rp","585 jt","2","1","54 m²","Rp 6.428.571 per m²","",""
"Rumah Murah untuk usaha di Grand Depok City strategis dekat alun-alun","Grand Depok City, Cilodong, Depok, Jawa Barat","Rp","1,3 M","4","3","135 m²","Rp 12.380.952 per m²","",""
"Free biaya biaya promo cicilan 3 jutaan","Jl Duren seribu,bojongsari,depok, Bojongsari, Depok, Jawa Barat","Rp","475 jt","2","1","38 m²","Rp 6.168.831 per m²","",""
"Dijual Rumah Hook Bebas Banjir dan Dekat Tol Brigif","Gandul, Cinere, Depok, Jawa Barat","Rp","1,65 M","5","3","100 m²","Rp 12.222.222 per m²","",""
"Greenland Healthful Living","Jl. Mawar, Curug, Bojongsari, Depok, Jawa Barat","Rp","550 jt","2","1","38 m²","Rp 7.534.247 per m²","",""
"Rumah Halaman Luas Dan Mewah","Jalan RTM Kelapa Dua Raya Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","4,75 M","5","4","262 m²","Rp 4.968.619 per m²","",""
"Rumah 2 Lantai Full Furnished di Cluster Anggrek GDC Depok","Jalan Boulevard, Sukma Jaya, Depok, Jawa Barat","Rp","1,775 M","4","3","185 m²","Rp 19.293.478 per m²","",""
"Jual Rumah 2lt di Cilodong Depok Harga 550 Jt-an DP0% Hanya 15Menit Ke St. DepokLama","Jl Muhari Jatimulya Cilodong Kota Depok, Cilodong, Depok, Jawa Barat","Rp","615 jt","3","2","54 m²","Rp 9.179.104 per m²","",""
"Cluster Mewah 2 Lantai Minimalis Aksel Tol Cimanggis CIbubur","Cimanggis, Depok, Jawa Barat","Rp","800 jt","3","2","75 m²","Rp 13.333.333 per m²","",""
"Di Jual Rumah 2lt Harga 700 Jt-an DP 5% di Cimanggis Kota Depok","Jl Kemang Cimanggis Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","700 jt","3","2","54 m²","Rp 11.666.667 per m²","",""
"Jual Ruko 2lt Kemang Cimanggis Depok Hanya 10 Menit ke Tol Cimanggis, Cibubur, Cisalak","Jl. Kemang Cimanggis Kota Depok, Cimanggis, Depok, Jawa Barat","Rp","900 jt","3","2","75 m²","Rp 11.250.000 per m²","",""
"Di Jual Rumah Cilodong Depok Harga 500 Jt-an Cicilan Mulai 4 Jt-an Akses 5 Menit ke Alun- Alun Kota","Jl. H. Muhari Jatimulya Cilodong Kota Depok, Cilodong, Depok, Jawa Barat","Rp","615,95 jt","2","1","40 m²","Rp 7.246.471 per m²","",""
"Jual Rumah 2lt di Cilodong Depok Harga 500 Jt-an DP0% Hanya 15Menit Ke St. DepokLama","Jl H. Muhari Jatimulya Cilodong Kota Depok, Cilodong, Depok, Jawa Barat","Rp","653 jt","3","2","60 m²","Rp 9.328.571 per m²","",""
"Bimasena Residence Rumah 2LT Harga 1LT Akses 15 Menit Ke Stasiun Depok Lama","Jl. H. Muhari Jatimulya Cilodong Kota Depok, Cilodong, Depok, Jawa Barat","Rp","656,593 jt","3","2","60 m²","Rp 9.247.789 per m²","",""
"RUMAH DI CLUSTER CINANGKA SIAP HUNI","Cinangka, Sawangan, Depok, Jawa Barat","Rp","825 jt","3","2","60 m²","Rp 11.458.333 per m²","",""
"Raden Saleh, Depok","Raden saleh, Sukma Jaya, Depok, Jawa Barat","Rp","700 jt","2","1","52 m²","Rp 9.722.222 per m²","",""
"Sawangan","Keadilan, Pancoran Mas, Depok, Jawa Barat","Rp","500 jt","2","1","72 m²","Rp 12.500.000 per m²","",""
"Bedahan sawangan","Sulaiman, Sawangan, Depok, Jawa Barat","Rp","365 jt","2","1","36 m²","Rp 6.083.333 per m²","",""
"Limo, Cinere","Limo, Cinere, Depok, Jawa Barat","Rp","1,385 M","4","2","123 m²","Rp 12.149.123 per m²","",""
"Rumah 2 lantai siap huni dekat pintu tol cimanggis","Jl raya tapos, Tapos, Depok, Jawa Barat","Rp","1,45 M","4","2","163 m²","Rp 5.034.722 per m²","",""
"Komplek Arco Sawangan",". Jl. Pengasinan, Sawangan, Depok, Sawangan, Depok, Jawa Barat","Rp","586 jt","2","1","40 m²","Rp 5.634.615 per m²","",""
"Rumah 2 lantai murah free biaya-biaya DP 1. 7 juta akses tol Cijago","Pekapuran Cimanggis Depok, Cimanggis, Depok, Jawa Barat","Rp","715,25 jt","2","2","51 m²","Rp 12.331.897 per m²","",""
"Bale Tuanku Harmony Sawangan","Pengasinan, Sawangan, Depok, Jawa Barat","Rp","600 jt","2","2","60 m²","","",""
"Pancoran Mas, Depok","Pancoran Mas, Depok, Jawa Barat","Rp","3,9 M","5","3","380 m²","Rp 30.000.000 per m²","",""
"Sawangan","Sawangan, Depok, Jawa Barat","Rp","400 jt","2","1","50 m²","Rp 5.555.556 per m²","",""
"Rumah Depok - Cipayung, Green Lemirage - Siap huni","Cipayung, Depok, Jawa Barat","Rp","1,3 M","3","3","92 m²","Rp 14.444.444 per m²","",""
"Tapos Depok","Tapos, Cimanggis, Depok, Jawa Barat","Rp","1,4 M","4","2","288 m²","Rp 8.588.957 per m²","",""
"Dijual Cepat Rumah Luas Dan Asri di Belakang Transstudio Cibubur","Cimanggis, Depok, Jawa Barat","Rp","7 M","5","3","400 m²","Rp 6.730.769 per m²","",""
"Cimanggis Golf Estate","Jl. Boulevard Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","1,398 M","3","2","58 m²","Rp 17.475.000 per m²","",""
"Rumah Di Jual Cimanggis Golf Estate","Jl.Boulevard Golf, Cimanggis, Depok, Jawa Barat","Rp","1,39855888 M","3","2","58 m²","Rp 17.481.986 per m²","",""
"Cinere, Rumah Siap Huni Luas 120 Fasum Swimpool","cinere, Cinere, Depok, Jawa Barat","Rp","1,77 M","4","2","180 m²","Rp 14.750.000 per m²","",""
"Bukan Gang Sempit, Dekat Stasiun. Rumah Kalimulya - Cilodong, Depok. 900Jtan","Cilodong, Depok, Jawa Barat","Rp","950 jt","3","2","90 m²","Rp 11.309.524 per m²","",""
"RUMAH DIJUAL DI CINERE DENGAN HARGA DIBAWAH PASARAN ( BU)","Cinere, Depok, Jawa Barat","Rp","9,5 M","7","6","346 m²","Rp 10.204.082 per m²","",""
"BELI TANAH DEPOK DAPAT RUMAH 2 LANTAI GRATIS","Sawangan, Depok, Jawa Barat","Rp","1,2 M","3","1","100 m²","Rp 2.654.867 per m²","",""
"Rumah Berkualitas Banyak Freenya Lokasi Strategis, Legalitas Shm di Citayam Nego","jln raya. pala bali citayam depok, Cipayung, Depok, Jawa Barat","Rp","190 jt","2","1","40 m²","Rp 4.750.000 per m²","",""
"New cluster alam sutera sawangan depok","Beji, Depok, Jawa Barat","Rp","1,2 M","2","2","75 m²","Rp 14.285.714 per m²","",""
"Bumi Cimanggis Indah",". Jl. Pekapuran Raya Km. 1,2, Sukatani, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","1,2 M","2","2","80 m²","Rp 10.000.000 per m²","",""
"RUMAH MINIMALIS CANTIK HARGA TERJANGKAU AKSES MUDAH DI CITAYAM, KEPOIN YUK","Jl. Raya pondok terong cipayung depok, Sawangan, Depok, Jawa Barat","Rp","200 jt","2","1","40 m²","Rp 4.761.905 per m²","",""
"Rumah dijual cepat harga paling termurah perum m raflesia hills","Perumahan raflesia hills blok i no 1, Cimanggis, Depok, Jawa Barat","Rp","7,373 M","5","4","700 m²","Rp 14.746.000 per m²","",""
"Rumah dijual minimalis bangunan dua lantai","Komplek green nature Cinere blok C2, Cinere, Depok, Jawa Barat","Rp","850 jt","3","2","144 m²","Rp 10.119.048 per m²","",""
"Rumah Berkualitas Banyak Freenya Lokasi Strategis, Legalitas Shm di Citayam Nego","jln raya. pala bali citayam depok, Citayam, Depok, Jawa Barat","Rp","190 jt","2","1","40 m²","Rp 4.750.000 per m²","",""
"Rumah  Scandinavian 2 Lantai dekat Pintu Tol dan LRT di Cibubur - Depok","Harjamukti, Depok, Jawa Barat","Rp","1,552 M","3","2","88 m²","Rp 21.260.274 per m²","",""
"New cluster alam sutera sawangan","Bojongsari, Depok, Jawa Barat","Rp","1,2 M","2","2","75 m²","Rp 14.285.714 per m²","",""
"Prestige pondok cabe, unit terbatas ! !!","Jl pala, Limo, Depok, Jawa Barat","Rp","735 jt","3","1","52 m²","Rp 12.250.000 per m²","",""
"Prestige 2 sawangan sisa 9 unit","Jl manggis bojong sari, Cinere, Depok, Jawa Barat","Rp","641 jt","3","1","52 m²","Rp 10.683.333 per m²","",""
"Prestige 2 sawangan","Jl manggis bojongsari, Limo, Depok, Jawa Barat","Rp","650 jt","3","1","52 m²","Rp 9.027.778 per m²","",""
"Prestige pondok cabe","Sawangan, Limo, Depok, Jawa Barat","Rp","735 jt","3","1","52 m²","Rp 10.208.333 per m²","",""
"Rumah Siap Huni Full Furnished Dgn Kolam Renang Dekat Mall Cinere","Cinere, Cinere, Depok, Jawa Barat","Rp","11 M","5","4","800 m²","Rp 16.923.077 per m²","",""
"Dijual Di Bawah Pasar Super BU di Jalan Japat Depok 2","Haji Japat, Sukma Jaya, Depok, Jawa Barat","Rp","850 jt","3","2","180 m²","Rp 7.024.793 per m²","",""
"PROMO! ! YUK BOOKING SEKARANG HUNIAN MEWAH NYA! !","Jl. raya tugub macan, Citayam, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"RUMAH DIJUAL SIAP HUNI DI BOJONGSARI DEPOK BEBAS BANJIR","Bojongsari, Depok, Jawa Barat","Rp","750 jt","2","1","60 m²","Rp 7.075.472 per m²","",""
"Rumah Murah Berkualitas Dekat Stasiun di Citayam, Yuk Survey Lokasi Kami","jln raya. pala bali citayam depok, Citayam, Depok, Jawa Barat","Rp","195 jt","2","1","40 m²","Rp 4.875.000 per m²","",""
"3. Rumah Ready Stock 2, 5 Lantai Paling Cocok Untuk kamu, Lokasi Cimanggis - Cibubur","Jl. Nakula Cibubur, Cimanggis, Depok, Jawa Barat","Rp","1,1 M","2","3","70 m²","Rp 13.253.012 per m²","",""
"CILODONG - RUMAH CLUSTER SIAP HUNI, 3 JUTA ALL IN.","Info & Survey : FITRI HATTA WA.  0812.8003.0500, Cibinong, Depok, Jawa Barat","Rp","650 jt","2","1","38 m²","Rp 10.833.333 per m²","",""
"CILODONG - RUMAH CLUSTER SIAP HUNI, 3 JUTA ALL IN.","Info & Survey : FITRI HATTA WA.  0812.8003.0500, Beji, Depok, Jawa Barat","Rp","650 jt","2","1","38 m²","Rp 10.833.333 per m²","",""
"CILODONG - RUMAH CLUSTER SIAP HUNI, 3 JUTA ALL IN.","Info & Survey : FITRI HATTA WA.  0812.8003.0500, Tapos, Depok, Jawa Barat","Rp","650 jt","2","1","38 m²","Rp 10.833.333 per m²","",""
"Ilalang Residence","Jl. Mawar, Bojongsari, Depok, Jawa Barat","Rp","760 jt","2","1","40 m²","Rp 9.268.293 per m²","",""
"HUNIAN MURAH BERKUALITAS HARGA SPESIAL PROMO CUMA 200JTAN DICITAYAM","Jl. Raya nanggerang tugu macan citayam cipayung, Sawangan, Depok, Jawa Barat","Rp","235 jt","2","1","36 m²","Rp 3.916.667 per m²","",""
"Rumah 2 lantai siap huni","Jl.R sanim raya, Beji, Depok, Jawa Barat","Rp","1,05 M","3","2","100 m²","Rp 14.583.333 per m²","",""
"Rumah Mewah View Golf Dalam Komplek di Area Pondok Labu Pangkalan Jati","Pangkalan Jati, Pondok Labu, Depok, Jawa Barat","Rp","12,5 M","9","6","700 m²","Rp 18.740.630 per m²","",""
"Rumah Murah di Jl. Arco raya, Duren Seribu, Bojongsari, Depok, 5 menit RSUD Depok","Jl. raya pengasinan, sawangan depok, Bojongsari, Depok, Jawa Barat","Rp","492 jt","2","1","40 m²","Rp 6.833.333 per m²","",""
"Rumah Murah Berkualitas Dekat Stasiun di Citayam, Yuk Survey Lokasi Kami","jln raya. pala bali citayam depok, Citayam, Depok, Jawa Barat","Rp","195 jt","2","1","40 m²","Rp 4.875.000 per m²","",""
"Rumah Hook 1 Lantai Dalam Komplek Puri Cinere","Cinere, Cinere, Depok, Jawa Barat","Rp","4,5 M","4","3","150 m²","Rp 14.285.714 per m²","",""
"Rumah 2 lantai CLUSTER STRATEGIS Pinggir Jalan Curug Agung TANAH BARU Dekat Pintu TOL Desari MURAH","Tanah Baru, Depok, Jawa Barat","Rp","800 jt","3","2","90 m²","Rp 11.111.111 per m²","",""
"Diamond Golden Cinere TOWNHOUSE Fasilitas Lengkap STRATEGIS Dekat Pintu TOL KRUKUT DESARI Depok","Limo, Depok, Jawa Barat","Rp","900 jt","4","3","96 m²","Rp 12.500.000 per m²","",""
"Rumah BAGUS MURAH Di Rawakalong GROGOL LIMO Depok 300an Juta Nego SHM Dekat 2 Akses TOL","Limo, Depok, Jawa Barat","Rp","285 jt","3","1","60 m²","Rp 4.253.731 per m²","",""
"Rumah Nyaman ASRI KOMPLEK JALAN LEBAR STRATEGIS Jl Karya Bakti TANAH BARU Depok Perbatasan Jakarta","Tanah Baru, Depok, Jawa Barat","Rp","1,175 M","4","2","100 m²","Rp 9.038.462 per m²","",""
"Rumah LUAS 1, 5 Lantai Nyaman CLUSTER STRATEGIS Di TANAH BARU Dekat TOL Kukusan Cijago Krukut Desari","Tanah Baru, Depok, Jawa Barat","Rp","1,4 M","4","3","160 m²","Rp 8.750.000 per m²","",""
"Rumah 1 Lantai Hitung Tanah Dalam Komplek Cinere Depok","Cinere, Cinere, Depok, Jawa Barat","Rp","8,4 M","6","7","288 m²","Rp 8.571.429 per m²","",""
"Rumah Baru HOOK Luas SIAP HUNI STRATEGIS Di TANAH BARU Depok Dekat Perbatasan Jakarta Selatan","Tanah Baru, Depok, Jawa Barat","Rp","800 jt","3","2","70 m²","Rp 8.510.638 per m²","",""
"Rumah BARU LUAS Siap Huni Lingkungan ASRI Tenang Di CIPAYUNG Depok KPR DP Ringan Free Biaya2","Cipayung, Depok, Jawa Barat","Rp","495 jt","2","1","45 m²","Rp 4.759.615 per m²","",""
"Rumah BARU SIAP HUNI Minimalis STRATEGIS Di TANAH BARU Depok Dekat Perbatasan Jagakarsa Jakarta","Tanah Baru, Depok, Jawa Barat","Rp","550 jt","2","1","40 m²","Rp 9.166.667 per m²","",""
"Rumah Baru MURAH SCANDINAVIAN Style CLUSTER STRATEGIS Di Pondok Terong CIPAYUNG Depok","Cipayung, Depok, Jawa Barat","Rp","343 jt","2","1","36 m²","Rp 5.622.951 per m²","",""
"Rumah BAGUS 2 Lantai LUAS Nyaman ASRI STRATEGIS RANGKAPAN JAYA Pancoran Mas Depok","Rangkapanjaya, Depok, Jawa Barat","Rp","1,9 M","4","3","180 m²","Rp 6.089.744 per m²","",""
"Rumah BARU LUAS Siap Huni STRATEGIS Di TANAH BARU Depok Dekat PINTU TOL Kukusan Cijago","Tanah Baru, Depok, Jawa Barat","Rp","750 jt","2","1","45 m²","Rp 7.500.000 per m²","",""
"Rumah Baru MINIMALIS STRATEGIS Di Tugu TANAH BARU Depok Dekat TOL CIJAGO Kukusan SIAP HUNI","Tanah Baru, Depok, Jawa Barat","Rp","650 jt","2","2","88 m²","Rp 13.265.306 per m²","",""
"Rumah Baru LUAS Siap Huni STRATEGIS Di RANGKAPAN JAYA Dekat TOL Desari Depok","Rangkapanjaya, Depok, Jawa Barat","Rp","650 jt","2","2","83 m²","Rp 6.500.000 per m²","",""
"GRIYA DEPOK ASRI Fasilitas Umum Lengkap Rumah LUAS Nyaman STRATEGIS Di Depok 2 Tengah SUKMAJAYA","Sukma Jaya, Depok, Jawa Barat","Rp","1,75 M","4","2","80 m²","Rp 7.675.439 per m²","",""
"Grand Mutiara Sawarga","Haji Rijin, Cimanggis, Depok, Jawa Barat","Rp","1,25 M","3","2","80 m²","Rp 20.833.333 per m²","",""
"Jual Rumah Tinggal area Beji Depok (2 Menit Akses Toll GT Kukusan 2)","Beji, Depok, Jawa Barat","Rp","2,5 M","4","4","180 m²","Rp 15.337.423 per m²","",""
"Beji Depok","Beji, Depok, Jawa Barat","Rp","1,395 M","2","2","60 m²","Rp 8.718.750 per m²","",""
"Cimangis","Cimangis depok, Cimanggis, Depok, Jawa Barat","Rp","4,2 M","3","2","250 m²","Rp 28.000.000 per m²","",""
"Rumah Minimalis Harga Murah Di Cinere","Cinere, Depok, Jawa Barat","Rp","1,77 M","4","2","180 m²","Rp 14.750.000 per m²","",""
"Bojongsari","Jln raya sawangan, Sawangan, Depok, Jawa Barat","Rp","780 jt","2","1","45 m²","Rp 8.666.667 per m²","",""
"Cinere krukut","Cinere, Depok, Jawa Barat","Rp","1,77 M","3","2","170 m²","Rp 19.666.667 per m²","",""
"Rumah Siap Huni, Halaman Luas, Ceiling Tinggi, Dalam Komplek Di Cinere","Cinere, Depok, Jawa Barat","Rp","2,2 M","4","3","300 m²","Rp 8.365.019 per m²","",""
"Jual Cepat Rumah Baru Minimalis Modern 2 Lantai, Dalam Private Cluster di Gandul, Depok","Gandul, Depok, Jawa Barat","Rp","2,1 M","3","1","200 m²","Rp 15.217.391 per m²","",""
"Dijual Rumah Baru Design Modern Dalam Cluster di Pangkalan Jati dekat Jaksel","Pangkalan Jati, Depok, Jawa Barat","Rp","1,1 M","3","2","75 m²","Rp 17.460.317 per m²","",""
"Dijual Rumah Siap Huni Dalam Cluster Cinere, 1km Dari Pintu Tol, Prospek Bagus","Cinere, Depok, Jawa Barat","Rp","1,5 M","4","4","150 m²","Rp 15.000.000 per m²","",""
"Dijual Rumah Bagus Siap Huni Di Cinere Dalam Town House, Lingkungan Tenang","Cinere, Depok, Jawa Barat","Rp","1,8 M","2","2","115 m²","Rp 15.789.474 per m²","",""
"Dijual Rumah Bagus 5 menit Dari Pintu Tol Brigif Cinere Jakarta Selatan Dalam Cluster","Gandul, Depok, Jawa Barat","Rp","2,25 M","4","3","160 m²","Rp 15.202.703 per m²","",""
"Villa Cinere Mas","Jl. Cinere Raya, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","10,5 M","5","5","715 m²","Rp 12.544.803 per m²","",""
"Green Andara Residences",". Jl. Andara No. 17 Pangkalan Jati Baru - Cinere, Cinere, Depok, Jawa Barat","Rp","5,2 M","4","4","150 m²","Rp 26.000.000 per m²","",""
"Dijual Cepat Rumah Minimalis Di Cinere, Dekat Ke Jalan Raya, Toll Desari","Cinere, Depok, Jawa Barat","Rp","1,69 M","4","3","160 m²","Rp 15.648.148 per m²","",""
"Dijual Cepat Rumah Bagus Di Cinere, Bebas Banjir, Lingkungan Tenang","Cinere, Depok, Jawa Barat","Rp","1,55 M","3","1","80 m²","Rp 12.109.375 per m²","",""
"Dijual Rumah Dalam Cluster Di Cinere, Lingkungan Tenang, Asri","Cinere, Depok, Jawa Barat","Rp","1 M","2","1","60 m²","Rp 11.111.111 per m²","",""
"Dijual Cepat Rumah Masih Apik, Nyaman dan Asri Di Mega Cinere, Depok","Cinere, Depok, Jawa Barat","Rp","4,5 M","4","4","250 m²","Rp 11.392.405 per m²","",""
"Dijual Rumah Dalam Cluster Di Krukut Cinere, Dekat Ke Pintu Tol","Cinere, Depok, Jawa Barat","Rp","1,425 M","3","2","108 m²","Rp 15.659.341 per m²","",""
"Dijual Rumah Lama, Murah Dalam Komplek Di Cinere, Bebas Banjir, Jalan Lebar, Dekat Pintu Tol","Cinere, Depok, Jawa Barat","Rp","2,3 M","4","3","165 m²","Rp 6.725.146 per m²","",""
"Dijual Rumah Bagus 1 Lantai Dalam Komplek Di Cinere, Hadap Selatan, Lingkungan Tenang","Cinere, Depok, Jawa Barat","Rp","2,5 M","3","3","136 m²","Rp 12.500.000 per m²","",""
"Dijual Rumah Bagus Siap Huni dalam Town House di Cinere Pinggir Jakarta Selatan, 5 Menit dari Tol","Gandul, Depok, Jawa Barat","Rp","2,2 M","3","3","160 m²","Rp 17.187.500 per m²","",""
"HUNIAN BARU NIH HARGA MURAH DEKAT STASIUN","Jl. raya tugu macan, Citayam, Depok, Jawa Barat","Rp","230 jt","2","1","36 m²","Rp 3.833.333 per m²","",""
"Jl. Sumur Bandung Rt 08 Rw 11  Taman Induk Cipayung Depok. 
Jawa Barat","JL.Sumur Bandung Cipayung Depok Jawa barat, Cipayung, Depok, Jawa Barat","","395","2","1","90 m²","Rp 4 per m²","",""
"Pancoran mas Depok jawa Barat","pancoran Mas Depok, Pancoran Mas, Depok, Jawa Barat","Rp","1,3 M","3","2","80 m²","Rp 6.500.000 per m²","",""
"Raffles Hills",". Jl. Alternatif Cibubur, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","11 M","8","6","650 m²","Rp 21.317.829 per m²","",""
"Raffles Hills",". Jl. Alternatif Cibubur, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","12 M","8","4","700 m²","Rp 25.000.000 per m²","",""
"DIJUAL HUNIAN ASRI DAN NYAMAN MURAH BANGET CUMA 200JTAN DICITAYAM","Jl. Raya nanggerang tugu macan citayam cipayung, Cipayung, Depok, Jawa Barat","Rp","215 jt","2","1","36 m²","Rp 3.583.333 per m²","",""
"Rumah Cantik Siap Huni Harga Nego di Taman Arcadia Mediterania Cimanggis Depok","Cimanggis, Depok, Jawa Barat","Rp","2,5 M","2","1","120 m²","Rp 12.626.263 per m²","",""
