km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,harga
4,3,0,36,78,Bogor,4881466414
4,4,0,36,60,Bogor,4881466414
4,5,0,36,81,Bogor,4881466414
4,3,2,89,84,Bogor,1650000000
4,4,1,101,276,Bogor,1970000000
4,3,0,36,76,Bogor,4881466414
4,6,2,89,84,Bogor,1250000000
4,2,0,54,66,Bogor,4881466414
4,3,0,36,72,Bogor,4881466414
4,6,0,30,54,Bogor,4881466414
4,3,0,36,81,Bogor,4881466414
4,3,1,390,220,Bogor,3850000000
4,3,3,70,90,Bogor,4881466414
4,3,0,36,78,Bogor,4881466414
4,6,1,100,740,Bogor,4500000000
4,3,1,940,1400,Bogor,16000000000
4,6,2,1200,1722,Bogor,40000000000
4,4,0,30,37,Bogor,4881466414
4,3,3,150,90,Bogor,1150000000
4,4,1,47,87,Bogor,4881466414
4,3,2,54,66,Bogor,4881466414
4,3,3,275,329,Bogor,3900000000
4,3,0,23,23,Bogor,4881466414
4,4,2,362,330,Bogor,5000000000
4,3,3,200,575,Bogor,4500000000
4,3,3,400,340,Bogor,7000000000
4,2,4,400,498,Bogor,5500000000
4,2,0,60,84,Bogor,4881466414
4,3,0,30,58,Bogor,4881466414
4,3,1,65,81,Bogor,4881466414
4,4,3,360,313,Bogor,6500000000
4,3,4,515,518,Bogor,11500000000
4,3,3,150,279,Bogor,1700000000
4,3,2,54,66,Bogor,4881466414
4,3,3,250,267,Bogor,4600000000
4,3,0,36,78,Bogor,4881466414
4,3,0,30,59,Bogor,4881466414
4,4,1,102,87,Bogor,1480000000
4,4,0,30,42,Bogor,4881466414
4,3,1,110,105,Bogor,4881466414
4,3,1,40,84,Bogor,4881466414
4,4,0,36,78,Bogor,4881466414
4,3,0,36,60,Bogor,4881466414
4,3,2,150,200,Bogor,4881466414
4,4,0,40,84,Bogor,4881466414
4,4,1,40,84,Bogor,4881466414
4,3,0,36,78,Bogor,4881466414
4,3,0,50,60,Bogor,4881466414
4,3,1,38,60,Bogor,4881466414
4,3,1,36,70,Bogor,4881466414
4,3,0,70,130,Bogor,4881466414
4,3,0,36,78,Bogor,4881466414
4,4,0,50,117,Bogor,1240000000
4,3,0,50,98,Bogor,1130000000
4,3,0,50,122,Bogor,1310000000
4,4,0,70,88,Bogor,4881466414
4,4,0,36,90,Bogor,4881466414
4,3,0,36,90,Bogor,4881466414
4,3,0,48,84,Bogor,1000000000
4,3,2,400,526,Bogor,6000000000
4,3,1,150,105,Bogor,1500000000
4,3,1,120,120,Bogor,4881466414
4,3,1,120,120,Bogor,4881466414
4,4,1,54,120,Bogor,4881466414
4,3,4,90,125,Bogor,4881466414
4,3,1,85,143,Bogor,1980000000
4,3,1,69,108,Bogor,4881466414
4,4,1,63,150,Bogor,1000000000
4,4,1,150,90,Bogor,1150000000
4,4,1,89,84,Bogor,1250000000
4,2,1,89,84,Bogor,1650000000
4,3,1,500,321,Bogor,3500000000
4,3,1,70,90,Bogor,4881466414
4,3,2,515,518,Bogor,11500000000
4,4,1,51,120,Bogor,4881466414
4,3,2,34,66,Bogor,4881466414
4,3,0,287,287,Bogor,2500000000
4,3,0,130,252,Bogor,3000000000
4,4,1,30,60,Bogor,4881466414
4,3,2,400,340,Bogor,7000000000
4,3,2,360,313,Bogor,6500000000
4,3,1,200,250,Bogor,2500000000
4,3,2,200,127,Bogor,3700000000
4,3,3,100,740,Bogor,4500000000
4,4,2,500,1272,Bogor,15000000000
4,3,1,160,81,Bogor,1500000000
4,4,1,90,90,Bogor,4881466414
4,3,1,200,306,Bogor,3000000000
4,5,1,82,72,Bogor,4881466414
4,3,1,90,90,Bogor,4881466414
4,3,2,800,504,Bogor,5800000000
4,5,1,500,321,Bogor,3500000000
4,4,1,89,84,Bogor,1250000000
4,3,1,70,90,Bogor,4881466414
4,3,1,150,90,Bogor,1150000000
4,3,1,36,74,Bogor,4881466414
4,3,1,63,150,Bogor,1000000000
4,3,1,150,90,Bogor,1150000000
4,4,1,89,84,Bogor,1650000000
4,3,2,515,518,Bogor,11500000000
4,3,1,500,321,Bogor,3500000000
4,1,1,70,90,Bogor,4881466414
4,3,1,89,84,Bogor,1250000000
4,4,1,36,60,Bogor,4881466414
4,4,1,139,157,Bogor,1500000000
4,3,1,275,329,Bogor,3900000000
4,4,1,350,334,Bogor,4500000000
4,3,2,450,375,Bogor,7000000000
4,2,1,362,330,Bogor,5000000000
4,1,1,44,105,Bogor,4881466414
4,3,1,42,66,Bogor,4881466414
4,3,1,300,180,Bogor,2500000000
4,3,0,200,575,Bogor,4500000000
4,3,1,65,81,Bogor,4881466414
4,3,1,70,90,Bogor,4881466414
4,3,1,89,84,Bogor,1650000000
4,3,1,500,321,Bogor,3500000000
4,3,2,350,344,Bogor,4500000000
4,5,2,515,518,Bogor,11500000000
4,2,1,89,84,Bogor,1650000000
4,3,1,63,150,Bogor,1000000000
4,4,2,144,306,Bogor,18300000000
4,4,1,24,99,Bogor,4881466414
4,3,1,88,144,Bogor,1250000000
4,3,1,70,90,Bogor,4881466414
4,3,2,495,543,Bogor,11000000000
4,3,1,800,504,Bogor,5800000000
4,2,1,63,150,Bogor,1000000000
4,4,2,299,396,Bogor,5000000000
4,3,2,275,329,Bogor,3900000000
4,2,1,362,330,Bogor,5000000000
4,2,2,450,375,Bogor,7000000000
4,3,1,300,180,Bogor,2500000000
4,3,2,400,498,Bogor,5500000000
4,3,1,141,141,Bogor,1500000000
4,4,1,350,334,Bogor,4500000000
4,3,1,89,84,Bogor,1650000000
4,3,1,150,90,Bogor,1150000000
4,3,1,60,84,Bogor,4881466414
4,3,1,150,90,Bogor,1150000000
4,4,1,48,90,Bogor,1100000000
4,2,1,89,84,Bogor,1250000000
4,4,1,89,84,Bogor,1650000000
4,4,2,500,321,Bogor,3500000000
4,2,0,60,51,Bogor,4881466414
4,4,1,70,90,Bogor,4881466414
4,3,6,500,2200,Bogor,15000000000
4,3,1,500,323,Bogor,3500000000
4,4,2,385,514,Bogor,6200000000
4,3,1,45,105,Bogor,4881466414
4,2,1,120,90,Bogor,4881466414
4,4,1,36,87,Bogor,4881466414
4,4,15,2500,4758,Bogor,1E+11
4,3,1,70,90,Bogor,4881466414
4,2,2,63,150,Bogor,1000000000
4,3,1,500,323,Bogor,3500000000
4,3,1,70,90,Bogor,4881466414
4,3,1,55,82,Bogor,4881466414
4,3,1,150,90,Bogor,1150000000
4,4,2,400,696,Bogor,9000000000
4,3,2,400,340,Bogor,7000000000
4,3,2,360,313,Bogor,6500000000
4,3,2,515,518,Bogor,11500000000
4,5,2,77,615,Bogor,4500000000
4,4,1,43,105,Bogor,1200000000
4,3,2,252,234,Bogor,4500000000
4,3,2,385,514,Bogor,6200000000
4,3,1,44,105,Bogor,4881466414
4,3,1,220,136,Bogor,1400000000
4,3,1,168,136,Bogor,1500000000
4,3,2,450,375,Bogor,7000000000
4,3,2,362,330,Bogor,5000000000
4,3,2,400,498,Bogor,5000000000
4,3,1,60,90,Bogor,1100000000
4,3,0,350,250,Bogor,2550000000
4,5,2,495,543,Bogor,11000000000
4,6,1,88,144,Bogor,1250000000
4,3,0,110,133,Bogor,1300000000
4,4,0,45,90,Bogor,4881466414
4,4,2,400,526,Bogor,6000000000
4,3,1,57,72,Bogor,4881466414
4,3,1,105,105,Bogor,4881466414
4,2,1,125,299,Bogor,2300000000
4,3,1,50,108,Bogor,4881466414
4,3,1,62,150,Bogor,1300000000
4,2,2,299,396,Bogor,5000000000
4,3,0,190,246,Bogor,2450000000
4,3,1,66,87,Bogor,4881466414
4,2,0,180,216,Bogor,4881466414
4,3,1,45,83,Bogor,4881466414
4,3,1,36,118,Bogor,4881466414
4,3,0,200,240,Bogor,3900000000
4,2,2,217,382,Bogor,3500000000
4,3,0,60,105,Bogor,4881466414
4,3,0,30,30,Bogor,4881466414
4,2,1,52,105,Bogor,1070000000
4,5,0,36,78,Bogor,4881466414
4,2,0,350,300,Bogor,3100000000
4,2,1,350,334,Bogor,4500000000
4,2,2,63,150,Bogor,1000000000
4,2,1,36,60,Bogor,4881466414
4,3,1,500,323,Bogor,3500000000
4,3,1,89,84,Bogor,1650000000
4,3,1,89,84,Bogor,1250000000
4,2,1,70,90,Bogor,4881466414
4,4,1,150,90,Bogor,1150000000
4,4,2,200,575,Bogor,4500000000
4,3,2,400,340,Bogor,7000000000
4,3,2,360,313,Bogor,6500000000
4,4,2,515,518,Bogor,11500000000
4,3,1,100,144,Bogor,4881466414
4,6,1,40,42,Bogor,4881466414
4,4,0,350,300,Bogor,3100000000
4,5,0,350,300,Bogor,3100000000
4,4,0,36,78,Bogor,4881466414
4,3,2,285,180,Bogor,2750000000
4,4,1,208,341,Bogor,2500000000
4,3,0,350,300,Bogor,3100000000
4,3,0,113,113,Bogor,4881466414
4,3,0,350,300,Bogor,3100000000
4,2,0,36,78,Bogor,4881466414
4,4,1,36,70,Bogor,4881466414
4,2,1,202,200,Bogor,4250000000
4,2,0,160,84,Bogor,1200000000
4,2,1,58,105,Bogor,4881466414
4,3,1,45,65,Bogor,4881466414
4,3,0,89,144,Bogor,4881466414
4,3,1,40,90,Bogor,4881466414
4,3,0,42,42,Bogor,4881466414
4,4,0,36,40,Bogor,4881466414
4,3,1,45,84,Bogor,4881466414
4,3,1,50,90,Bogor,4881466414
4,5,0,36,78,Bogor,4881466414
4,3,0,80,526,Bogor,1700000000
4,3,1,36,65,Bogor,4881466414
4,3,1,99,128,Bogor,1550000000
4,3,1,45,84,Bogor,4881466414
4,4,1,250,200,Bogor,3150000000
4,3,1,59,105,Bogor,4881466414
4,3,1,48,150,Bogor,4881466414
4,3,1,153,344,Bogor,4000000000
4,3,0,60,102,Bogor,4881466414
4,2,1,250,168,Bogor,2200000000
4,3,2,400,526,Bogor,6000000000
4,3,1,36,50,Bogor,4881466414
4,3,1,66,136,Bogor,1490000000
4,3,3,650,309,Bogor,9500000000
4,3,0,36,78,Bogor,4881466414
4,2,1,45,109,Bogor,4881466414
4,4,0,42,84,Bogor,4881466414
4,5,1,500,321,Bogor,3500000000
4,4,1,290,1470,Bogor,5100000000
4,4,0,150,86,Bogor,4881466414
4,2,1,60,36,Bogor,4881466414
4,4,1,33,84,Bogor,4881466414
4,3,0,160,180,Bogor,2250000000
4,3,1,89,84,Bogor,1650000000
4,3,1,150,90,Bogor,1150000000
4,3,0,30,37,Bogor,4881466414
4,3,1,400,340,Bogor,7000000000
4,3,2,54,66,Bogor,4881466414
4,4,0,36,78,Bogor,4881466414
4,4,1,360,313,Bogor,6500000000
4,3,0,99,128,Bogor,1450000000
4,3,0,70,105,Bogor,4881466414
4,3,0,135,120,Bogor,1500000000
4,3,0,120,120,Bogor,2600000000
4,3,0,36,76,Bogor,4881466414
4,4,2,515,518,Bogor,11500000000
4,1,0,36,72,Bogor,4881466414
4,3,0,36,81,Bogor,4881466414
4,3,1,70,90,Bogor,4881466414
4,3,0,36,76,Bogor,4881466414
4,3,0,350,300,Bogor,3100000000
4,3,0,36,72,Bogor,4881466414
4,3,0,36,81,Bogor,4881466414
4,3,2,210,287,Bogor,2850000000
4,4,2,600,630,Bogor,8600000000
4,3,0,36,78,Bogor,4881466414
4,4,0,115,84,Bogor,1100000000
4,4,1,36,69,Bogor,4881466414
4,3,2,54,66,Bogor,4881466414
4,3,1,250,168,Bogor,2200000000
4,3,2,54,70,Bogor,4881466414
4,4,1,99,128,Bogor,1450000000
4,4,0,30,42,Bogor,4881466414
4,3,1,36,72,Bogor,4881466414
4,4,2,54,66,Bogor,4881466414
4,3,1,70,105,Bogor,1570000000
4,4,1,250,168,Bogor,2200000000
4,3,1,99,128,Bogor,1450000000
4,3,1,90,128,Bogor,4881466414
4,4,1,36,65,Bogor,4881466414
4,2,0,36,78,Bogor,4881466414
4,4,2,385,514,Bogor,6200000000
4,3,1,36,40,Bogor,4881466414
4,3,10,400,2155,Bogor,8300000000
4,5,0,36,76,Bogor,4881466414
4,3,0,36,72,Bogor,4881466414
4,1,0,36,81,Bogor,4881466414
4,2,0,36,76,Bogor,4881466414
4,4,0,36,72,Bogor,4881466414
4,2,0,36,81,Bogor,4881466414
4,3,1,127,171,Bogor,1750000000
4,2,1,36,40,Bogor,4881466414
4,3,2,170,120,Bogor,1550000000
4,4,1,74,70,Bogor,1100000000
4,3,1,150,227,Bogor,1700000000
4,2,1,250,168,Bogor,2200000000
4,1,1,97,87,Bogor,1440000000
4,3,0,90,94,Bogor,4881466414
4,3,1,36,72,Bogor,4881466414
4,2,1,36,50,Bogor,4881466414
4,3,1,27,60,Bogor,4881466414
4,2,0,70,130,Bogor,4881466414
4,3,0,52,105,Bogor,4881466414
4,3,0,48,84,Bogor,1000000000
4,3,1,90,144,Bogor,2000000000
4,1,0,65,136,Bogor,1950000000
4,3,2,200,575,Bogor,4500000000
4,3,4,400,340,Bogor,7000000000
4,3,2,360,313,Bogor,6500000000
4,3,1,125,299,Bogor,2300000000
4,3,1,500,321,Bogor,3500000000
4,3,1,350,334,Bogor,4500000000
4,3,1,88,144,Bogor,1250000000
4,4,1,36,50,Bogor,4881466414
4,3,1,250,125,Bogor,1500000000
4,3,1,66,46,Bogor,4881466414
4,3,1,58,72,Bogor,4881466414
4,3,2,178,120,Bogor,2700000000
4,3,1,150,90,Bogor,1150000000
4,3,1,89,84,Bogor,1650000000
4,3,0,70,90,Bogor,4881466414
4,3,1,48,90,Bogor,1100000000
4,3,1,89,84,Bogor,1250000000
4,3,1,500,321,Bogor,3500000000
4,3,0,450,300,Bogor,4000000000
4,3,0,280,115,Bogor,4881466414
4,3,1,65,60,Bogor,1080000000
4,3,5,196,687,Bogor,6000000000
4,3,1,36,72,Bogor,4881466414
4,3,2,300,173,Bogor,1700000000
4,3,1,45,60,Bogor,4881466414
4,3,1,36,56,Bogor,4881466414
4,3,1,50,72,Bogor,4881466414
4,3,1,100,90,Bogor,4881466414
4,3,2,309,330,Bogor,7400000000
4,3,0,45,70,Bogor,4881466414
4,3,0,200,415,Bogor,1500000000
4,3,0,36,45,Bogor,4881466414
4,3,0,36,55,Bogor,4881466414
4,2,2,300,200,Bogor,5200000000
4,3,1,60,112,Bogor,4881466414
4,3,1,54,96,Bogor,4881466414
4,3,1,160,172,Bogor,1500000000
4,3,1,36,60,Bogor,4881466414
4,3,2,360,313,Bogor,6500000000
4,3,2,360,313,Bogor,6500000000
4,3,2,515,518,Bogor,11500000000
4,3,1,150,96,Bogor,4881466414
4,3,1,215,180,Bogor,1900000000
4,3,0,110,120,Bogor,4881466414
4,3,1,180,200,Bogor,2500000000
4,2,1,99,128,Bogor,1650000000
4,3,1,60,105,Bogor,4881466414
4,2,1,120,135,Bogor,1800000000
4,3,0,49,84,Bogor,4881466414
4,2,1,48,60,Bogor,4881466414
4,3,2,252,234,Bogor,4500000000
4,3,2,77,615,Bogor,4500000000
4,4,2,385,514,Bogor,6200000000
4,3,2,250,350,Bogor,1300000000
4,3,1,42,72,Bogor,4881466414
4,3,1,36,72,Bogor,4881466414
4,3,1,350,334,Bogor,4500000000
4,3,0,59,105,Bogor,4881466414
4,3,1,44,105,Bogor,4881466414
4,3,2,400,375,Bogor,7000000000
4,3,2,362,330,Bogor,5000000000
4,3,2,275,329,Bogor,3900000000
4,3,2,400,498,Bogor,5500000000
4,4,1,100,124,Bogor,4881466414
4,3,1,43,105,Bogor,1200000000
4,3,1,36,72,Bogor,4881466414
4,3,0,153,235,Bogor,3400000000
4,3,10,2500,4758,Bogor,1E+11
4,3,0,190,246,Bogor,2450000000
4,1,1,60,90,Bogor,1100000000
4,3,4,450,600,Bogor,7500000000
4,2,1,309,330,Bogor,7400000000
4,3,1,80,120,Bogor,4881466414
4,3,1,48,72,Bogor,4881466414
4,2,0,36,72,Bogor,4881466414
4,3,2,495,543,Bogor,11000000000
4,3,0,70,120,Bogor,1050000000
4,2,1,39,72,Bogor,4881466414
4,3,0,36,72,Bogor,4881466414
4,2,1,36,72,Bogor,4881466414
4,3,0,214,300,Bogor,4200000000
4,3,1,27,60,Bogor,4881466414
4,3,2,360,313,Bogor,6500000000
4,3,2,515,518,Bogor,11500000000
4,3,2,63,150,Bogor,1000000000
4,1,2,400,340,Bogor,7000000000
4,2,1,500,323,Bogor,3500000000
4,2,2,89,84,Bogor,1650000000
4,3,1,150,90,Bogor,1150000000
4,4,1,70,90,Bogor,4881466414
4,3,1,89,84,Bogor,1250000000
4,3,2,200,575,Bogor,4500000000
4,2,2,299,396,Bogor,5000000000
4,4,1,62,150,Bogor,1300000000
4,2,1,50,108,Bogor,4881466414
4,3,1,125,299,Bogor,2300000000
4,2,2,400,526,Bogor,6000000000
4,2,1,88,144,Bogor,1250000000
4,2,1,300,220,Bogor,3000000000
4,4,1,59,105,Bogor,4881466414
4,3,0,600,7300,Bogor,25000000000
4,3,1,48,72,Bogor,4881466414
4,3,1,59,105,Bogor,4881466414
4,2,0,150,120,Bogor,1450000000
4,4,0,59,105,Bogor,4881466414
4,2,0,60,105,Bogor,4881466414
4,3,0,60,105,Bogor,4881466414
4,3,1,70,87,Bogor,1200000000
4,3,2,400,340,Bogor,7000000000
4,3,0,100,84,Bogor,4881466414
4,3,1,49,96,Bogor,4881466414
4,3,1,39,72,Bogor,4881466414
4,3,0,214,300,Bogor,4200000000
4,3,0,30,60,Bogor,4881466414
4,3,0,70,96,Bogor,4881466414
4,5,0,147,160,Bogor,3500000000
4,4,0,78,78,Bogor,4881466414
4,2,0,500,276,Bogor,3300000000
4,3,0,72,81,Bogor,1200000000
4,3,1,45,120,Bogor,1010000000
4,4,1,48,78,Bogor,4881466414
4,2,1,55,91,Depok,1820469858
4,4,1,45,84,Depok,1820469858
4,3,1,60,105,Depok,1820469858
4,3,1,145,115,Depok,1560000000
4,4,2,150,151,Depok,1500000000
4,3,1,120,194,Depok,4200000000
4,2,1,100,120,Depok,1200000000
4,3,1,42,72,Depok,1820469858
4,2,1,40,84,Depok,1020000000
4,2,1,50,86,Depok,1820469858
4,4,1,81,81,Depok,1820469858
4,4,1,200,180,Depok,2280000000
4,2,1,110,78,Depok,1650000000
4,2,1,71,96,Depok,1820469858
4,3,1,145,115,Depok,1560000000
4,2,1,72,72,Depok,1820469858
4,2,2,500,756,Depok,4900000000
4,3,1,121,130,Depok,2040000000
4,4,1,88,84,Depok,1500000000
4,4,1,55,91,Depok,1820469858
4,2,1,60,152,Depok,2160000000
4,4,1,135,90,Depok,1200000000
4,2,1,50,75,Depok,1820469858
3,3,1,50,72,Depok,1820469858
3,4,1,85,72,Depok,1820469858
3,3,1,50,75,Depok,1820469858
3,3,0,66,42,Depok,1820469858
3,3,1,110,72,Depok,1150000000
3,2,0,160,133,Depok,1890000000
3,3,0,251,407,Depok,4000000000
3,3,0,388,710,Depok,6500000000
3,2,1,90,109,Depok,1560000000
3,3,1,90,72,Depok,1560000000
3,2,1,200,180,Depok,2280000000
3,2,1,154,83,Depok,1050000000
3,3,1,110,78,Depok,1650000000
3,2,0,45,80,Depok,1820469858
3,3,1,77,120,Depok,1200000000
3,3,1,75,96,Depok,1820469858
3,2,1,72,72,Depok,1820469858
3,3,1,45,87,Depok,1820469858
3,3,1,88,84,Depok,1500000000
3,3,0,112,180,Depok,1410000000
3,2,0,140,131,Depok,1820469858
3,3,1,90,108,Depok,1820469858
3,3,1,50,82,Depok,1820469858
3,3,1,70,90,Depok,1080000000
3,3,1,180,90,Depok,1820469858
3,3,0,140,137,Depok,1890000000
3,3,1,60,50,Depok,1820469858
3,3,1,75,96,Depok,1820469858
3,3,1,72,72,Depok,1820469858
3,3,1,105,95,Depok,1980000000
3,2,1,40,84,Depok,1020000000
3,3,1,150,113,Depok,2040000000
3,2,1,90,72,Depok,1560000000
3,2,1,140,72,Depok,1560000000
3,3,1,154,83,Depok,1050000000
3,3,1,60,152,Depok,2160000000
3,4,1,45,87,Depok,1820469858
3,2,1,105,95,Depok,1980000000
3,3,1,45,84,Depok,1820469858
3,3,1,150,113,Depok,2040000000
3,3,1,104,164,Depok,1500000000
3,3,1,78,98,Depok,1200000000
3,3,1,43,72,Depok,1820469858
3,3,1,90,108,Depok,1820469858
3,2,1,48,84,Depok,1820469858
3,3,1,75,96,Depok,1820469858
3,3,1,50,82,Depok,1820469858
3,3,1,150,232,Depok,2990000000
3,2,1,90,119,Depok,1820469858
3,3,1,135,90,Depok,1200000000
3,2,1,45,87,Depok,1820469858
3,3,0,90,83,Depok,1030000000
3,4,1,71,96,Depok,1820469858
3,3,1,145,115,Depok,1560000000
3,2,1,45,90,Depok,1820469858
3,3,2,150,151,Depok,1500000000
3,3,0,112,180,Depok,1410000000
3,3,2,80,72,Depok,1820469858
3,4,1,37,63,Depok,1820469858
3,3,1,40,60,Depok,1820469858
3,3,1,70,74,Depok,1820469858
3,3,1,90,84,Depok,1580000000
3,3,2,85,50,Depok,1820469858
3,3,1,42,72,Depok,1820469858
3,3,1,140,72,Depok,1560000000
3,3,1,90,72,Depok,1560000000
3,3,1,154,83,Depok,1050000000
3,2,1,40,84,Depok,1020000000
3,3,1,50,86,Depok,1820469858
3,3,1,50,82,Depok,1820469858
3,2,1,105,95,Depok,1980000000
3,3,1,95,164,Depok,1260000000
3,4,1,45,84,Depok,1820469858
3,3,1,150,106,Depok,1800000000
3,3,1,47,78,Depok,1820469858
3,3,1,104,164,Depok,1500000000
3,3,1,36,50,Depok,1820469858
3,2,1,81,81,Depok,1820469858
3,3,2,60,50,Depok,1820469858
3,3,1,45,80,Depok,1820469858
3,3,2,150,151,Depok,1500000000
3,3,1,40,68,Depok,1820469858
3,3,1,71,96,Depok,1820469858
3,3,1,200,150,Depok,2520000000
3,3,1,180,112,Depok,1410000000
3,3,1,140,131,Depok,1820469858
3,3,1,45,90,Depok,1820469858
3,3,1,90,108,Depok,1820469858
3,3,1,48,84,Depok,1820469858
3,3,1,50,82,Depok,1820469858
3,3,1,95,164,Depok,1260000000
3,3,1,160,167,Depok,1920000000
3,2,1,104,164,Depok,1500000000
3,2,2,90,109,Depok,1560000000
3,2,0,200,225,Depok,2700000000
3,3,0,140,131,Depok,1820469858
3,2,0,76,84,Depok,1140000000
3,2,1,75,96,Depok,1820469858
3,2,0,104,164,Depok,1500000000
3,3,1,70,90,Depok,1080000000
3,3,0,100,120,Depok,1200000000
3,2,0,120,78,Depok,1400000000
3,2,1,95,164,Depok,1260000000
3,2,1,160,167,Depok,1920000000
3,2,0,105,95,Depok,1980000000
3,3,0,200,150,Depok,2520000000
3,3,1,42,72,Depok,1820469858
3,2,1,115,70,Depok,1820469858
3,4,1,70,90,Depok,1080000000
3,3,1,70,60,Depok,1820469858
3,3,1,40,62,Depok,1820469858
3,2,1,45,87,Depok,1820469858
3,3,2,80,80,Depok,1820469858
3,3,1,72,56,Depok,1820469858
3,3,1,36,62,Depok,1820469858
3,2,1,45,120,Depok,1200000000
3,3,1,40,60,Depok,1820469858
3,3,1,100,85,Depok,1820469858
3,3,1,170,143,Depok,1800000000
3,3,1,70,90,Depok,1080000000
3,3,0,90,109,Depok,1560000000
3,3,1,90,72,Depok,1560000000
3,3,1,200,180,Depok,2280000000
3,3,1,140,72,Depok,1560000000
3,3,1,68,98,Depok,1820469858
3,4,1,154,83,Depok,1050000000
3,2,1,71,96,Depok,1820469858
3,3,1,145,115,Depok,1560000000
3,2,0,45,80,Depok,1820469858
3,3,1,45,90,Depok,1820469858
3,3,2,150,151,Depok,1500000000
3,2,1,43,72,Depok,1820469858
3,3,0,150,106,Depok,1800000000
3,4,1,150,232,Depok,2990000000
3,3,1,150,106,Depok,1800000000
3,3,1,100,120,Depok,1200000000
3,3,1,200,150,Depok,2520000000
3,3,1,112,180,Depok,1410000000
3,2,1,140,131,Depok,1820469858
3,3,1,121,130,Depok,2040000000
3,3,1,60,105,Depok,1820469858
3,3,1,68,98,Depok,1820469858
3,3,1,60,105,Depok,1820469858
3,3,1,95,164,Depok,1260000000
3,3,1,160,167,Depok,1920000000
3,2,1,120,194,Depok,4200000000
3,2,2,90,109,Depok,1560000000
3,3,1,150,113,Depok,2040000000
3,4,1,90,72,Depok,1560000000
3,3,1,140,72,Depok,1560000000
3,4,1,154,83,Depok,1050000000
3,4,1,78,101,Depok,1820469858
3,3,1,40,60,Depok,1820469858
3,3,0,70,75,Depok,1820469858
3,2,2,400,468,Depok,6500000000
3,2,0,150,106,Depok,1800000000
3,3,2,136,125,Depok,1950000000
3,2,1,150,106,Depok,1800000000
3,3,0,100,120,Depok,1200000000
3,3,0,120,78,Depok,1400000000
3,4,0,60,105,Depok,1820469858
3,2,1,95,164,Depok,1260000000
3,3,0,105,95,Depok,1980000000
3,3,1,42,72,Depok,1820469858
3,3,1,40,84,Depok,1020000000
3,2,0,150,106,Depok,1800000000
3,3,1,115,150,Depok,2040000000
3,1,1,160,90,Depok,1320000000
3,2,1,140,120,Depok,1020000000
3,2,2,240,457,Depok,4750000000
3,3,0,55,52,Depok,1820469858
3,2,1,123,78,Depok,1300000000
3,4,2,130,98,Depok,1450000000
3,2,1,36,60,Depok,1820469858
3,3,0,70,134,Depok,1820469858
3,3,0,500,756,Depok,4900000000
3,2,2,85,78,Depok,1150000000
3,3,1,36,50,Depok,1820469858
3,3,4,170,207,Depok,2300000000
3,3,0,90,60,Depok,1820469858
3,2,1,36,109,Depok,1820469858
3,3,2,45,92,Depok,1820469858
3,3,1,40,60,Depok,1820469858
3,3,2,302,154,Depok,2250000000
3,3,0,291,338,Depok,1900000000
3,2,1,50,56,Depok,1820469858
3,3,1,36,60,Depok,1820469858
3,3,2,236,425,Depok,4000000000
3,3,2,500,756,Depok,4900000000
3,2,1,45,60,Depok,1820469858
3,3,1,47,55,Depok,1820469858
3,3,1,500,321,Depok,3500000000
3,3,2,104,84,Depok,1550000000
3,3,0,50,72,Depok,1820469858
3,3,1,40,60,Depok,1820469858
3,3,1,42,72,Depok,1820469858
3,3,1,45,73,Depok,1820469858
3,2,1,27,75,Depok,1820469858
3,3,1,80,119,Depok,1820469858
3,3,1,50,72,Depok,1820469858
3,2,1,55,75,Depok,1820469858
3,2,1,60,103,Depok,1820469858
3,3,1,50,70,Depok,1820469858
3,3,1,57,120,Depok,1820469858
3,3,1,165,117,Depok,1200000000
3,3,1,90,100,Depok,1430000000
3,3,2,120,92,Depok,1600000000
3,3,2,184,187,Depok,3700000000
3,2,1,80,80,Depok,1820469858
3,3,0,36,78,Depok,1820469858
3,2,1,85,54,Depok,1820469858
3,3,10,700,2425,Depok,27500000000
3,2,1,134,131,Depok,1200000000
3,3,1,45,65,Depok,1820469858
3,2,1,40,90,Depok,1820469858
3,3,1,122,82,Depok,1280000000
3,3,1,75,91,Depok,1820469858
3,3,1,40,80,Depok,1820469858
3,3,0,28,14,Depok,1820469858
3,2,2,51,60,Depok,1820469858
3,3,0,90,87,Depok,1820469858
3,4,2,50,83,Depok,1820469858
3,3,1,45,70,Depok,1820469858
3,2,1,115,70,Depok,1010000000
3,2,1,70,80,Depok,1820469858
3,2,1,36,50,Depok,1820469858
3,3,1,140,268,Depok,3200000000
3,2,2,400,280,Depok,3300000000
3,3,2,103,110,Depok,2280000000
3,2,2,103,96,Depok,1670000000
3,2,2,85,84,Depok,1410000000
3,3,2,75,84,Depok,1330000000
3,3,1,75,106,Depok,1940000000
3,3,2,120,129,Depok,2790000000
3,3,2,75,84,Depok,1330000000
3,3,2,160,120,Depok,1900000000
3,3,0,175,387,Depok,4500000000
3,3,1,51,72,Depok,1820469858
3,3,2,120,159,Depok,1400000000
3,3,2,100,95,Depok,1820469858
3,3,1,110,85,Depok,1820469858
3,5,1,120,88,Depok,1820469858
3,2,1,70,91,Depok,1820469858
3,3,2,150,108,Depok,1650000000
3,3,1,70,84,Depok,1820469858
3,2,0,350,250,Depok,3800000000
3,2,1,90,132,Depok,1200000000
3,2,0,50,78,Depok,1820469858
